user,project_name,namespace,function,assert_stmt,roundtrip,partial_roundtrip,hetero_gv_roundtrip,commutative,partial_commutative,const_eq,const_inclusion,inclusion,typecheck,const_bounds,gen_val_bounds,cross_gv_bounds,exception,const_neq,gen_val_neq
AIworx-Labs,chocolate,tests/test_thompson.py,test_next,"self.assertEqual(p['b'], 8)",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
AIworx-Labs,chocolate,tests/test_connection.py,test_invalid_ending_name_connect,"self.assertRaises(RuntimeError, SQLiteConnection, engine_str)",False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
AIworx-Labs,chocolate,tests/test_quasirandom.py,test_losses,"self.assertIn('_chocolate_id', token)",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
AIworx-Labs,chocolate,tests/test_quasirandom.py,test_losses,"self.assertEqual(token['_chocolate_id'], 3)",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
AIworx-Labs,chocolate,tests/test_quasirandom.py,test_losses,"self.assertIn('a', p)",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
AIworx-Labs,chocolate,tests/test_quasirandom.py,test_losses,"self.assertGreaterEqual(p['a'], 1)",False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
AIworx-Labs,chocolate,tests/test_quasirandom.py,test_losses,"self.assertLess(p['a'], 10)",False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
AIworx-Labs,chocolate,tests/test_quasirandom.py,test_losses,"self.assertIn('_chocolate_id', res[0][0])",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
AIworx-Labs,chocolate,tests/test_quasirandom.py,test_losses,"self.assertEqual(res[0][0]['_chocolate_id'], 3)",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
AIworx-Labs,chocolate,tests/test_quasirandom.py,test_losses,"self.assertGreaterEqual(res[0][0]['a'], 0)",False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
AIworx-Labs,chocolate,tests/test_quasirandom.py,test_losses,"self.assertLess(res[0][0]['a'], 1)",False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
AIworx-Labs,chocolate,tests/test_cmaes.py,test_losses,"self.assertIn('_chocolate_id', token)",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
AIworx-Labs,chocolate,tests/test_cmaes.py,test_losses,"self.assertEqual(token['_chocolate_id'], 3)",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
AIworx-Labs,chocolate,tests/test_cmaes.py,test_losses,"self.assertIn('a', p)",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
AIworx-Labs,chocolate,tests/test_cmaes.py,test_losses,"self.assertGreaterEqual(p['a'], 1)",False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
AIworx-Labs,chocolate,tests/test_cmaes.py,test_losses,"self.assertLess(p['a'], 10)",False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
AIworx-Labs,chocolate,tests/test_cmaes.py,test_losses,"self.assertIn('_chocolate_id', res[0][0])",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
AIworx-Labs,chocolate,tests/test_cmaes.py,test_losses,"self.assertEqual(res[0][0]['_chocolate_id'], 3)",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
AIworx-Labs,chocolate,tests/test_cmaes.py,test_losses,"self.assertGreaterEqual(res[0][0]['a'], 0)",False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
AIworx-Labs,chocolate,tests/test_cmaes.py,test_losses,"self.assertLess(res[0][0]['a'], 1)",False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
AIworx-Labs,chocolate,tests/test_cmaes.py,test_losses,"self.assertIn('_chocolate_id', comp[0][0])",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
AIworx-Labs,chocolate,tests/test_cmaes.py,test_losses,"self.assertEqual(comp[0][0]['_chocolate_id'], 3)",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
AIworx-Labs,chocolate,tests/test_cmaes.py,test_losses,"self.assertIn('_ancestor_id', comp[0][0])",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
AIworx-Labs,chocolate,tests/test_cmaes.py,test_losses,"self.assertEqual(comp[0][0]['_ancestor_id'], 2)",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
AIworx-Labs,chocolate,tests/test_cmaes.py,test_losses,"self.assertIn('_chocolate_id', token)",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
AIworx-Labs,chocolate,tests/test_cmaes.py,test_losses,"self.assertEqual(token['_chocolate_id'], 3)",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
AIworx-Labs,chocolate,tests/test_cmaes.py,test_losses,"self.assertIn('a', p)",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
AIworx-Labs,chocolate,tests/test_cmaes.py,test_losses,"self.assertGreaterEqual(p['a'], 1)",False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
AIworx-Labs,chocolate,tests/test_cmaes.py,test_losses,"self.assertLess(p['a'], 10)",False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
AIworx-Labs,chocolate,tests/test_cmaes.py,test_losses,"self.assertIn('_chocolate_id', res[0][0])",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
AIworx-Labs,chocolate,tests/test_cmaes.py,test_losses,"self.assertEqual(res[0][0]['_chocolate_id'], 3)",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
AIworx-Labs,chocolate,tests/test_cmaes.py,test_losses,"self.assertGreaterEqual(res[0][0]['a'], 0)",False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
AIworx-Labs,chocolate,tests/test_cmaes.py,test_losses,"self.assertLess(res[0][0]['a'], 1)",False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
AIworx-Labs,chocolate,tests/test_cmaes.py,test_losses,"self.assertIn('_chocolate_id', comp[0][0])",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
AIworx-Labs,chocolate,tests/test_cmaes.py,test_losses,"self.assertEqual(comp[0][0]['_chocolate_id'], 3)",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
AIworx-Labs,chocolate,tests/test_cmaes.py,test_losses,"self.assertIn('_parent_idx', comp[0][0])",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
ASMfreaK,habitipy,tests/test_cli.py,test_tasks_change,self.assertIsNotNone(instance),False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
ASMfreaK,habitipy,tests/test_cli.py,test_tasks_change,self.assertIsNone(retcode),False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
ASMfreaK,habitipy,tests/test_cli.py,test_tasks_change,op.assert_has_calls(task_id_calls),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ASMfreaK,habitipy,tests/test_cli.py,test_tasks_change,log_op.assert_has_calls(task_id_calls),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
AnemoneLabs,unmessage,tests/test_elements.py,test_partial_from_element,assert partial.id_ == id_,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
AnemoneLabs,unmessage,tests/test_elements.py,test_partial_from_element,assert partial.part_total == len(packets),False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
AnemoneLabs,unmessage,tests/test_elements.py,test_partial_from_element,assert len(partial) == partial.part_total,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
AnemoneLabs,unmessage,tests/test_elements.py,test_partial_from_element,assert partial.to_element() == element,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
AnemoneLabs,unmessage,tests/test_elements.py,test_partial_to_packets,assert partial.to_packets() == packets,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
AnemoneLabs,unmessage,tests/test_packets.py,test_build_intro_packet,"assert isinstance(packets.IntroductionPacket.build(data), packets.IntroductionPacket)",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
AnemoneLabs,unmessage,tests/test_packets.py,test_build_regular_packet,"assert isinstance(packets.RegularPacket.build(data), packets.RegularPacket)",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
AnemoneLabs,unmessage,tests/test_packets.py,test_build_reply_packet,"assert isinstance(packets.ReplyPacket.build(data), packets.ReplyPacket)",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
AnemoneLabs,unmessage,tests/test_packets.py,test_build_request_packet,"assert isinstance(packets.RequestPacket.build(data), packets.RequestPacket)",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
AnemoneLabs,unmessage,tests/test_packets.py,test_build_handshake_packet,"assert isinstance(packets.HandshakePacket.build(data), packets.HandshakePacket)",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Apress,clean-python,chapter08/hypothesis_use_for_property_testing.py,test_decode_inverts_encode,assert decode(encode(s)) == s,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Axelrod-Python,Axelrod,axelrod/tests/strategies/test_titfortat.py,test_is_tit_for_tat_with_no_noise,"self.assertEqual(m1.play(), m2.play())",False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Axelrod-Python,Axelrod,axelrod/tests/integration/test_filtering.py,test_boolean_filtering,"self.assertEqual(comprehension, filtered)",False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Axelrod-Python,Axelrod,axelrod/tests/integration/test_filtering.py,test_memory_depth_filtering,"self.assertEqual(min_comprehension, min_filtered)",False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Axelrod-Python,Axelrod,axelrod/tests/integration/test_filtering.py,test_memory_depth_filtering,"self.assertEqual(max_comprehension, max_filtered)",False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Axelrod-Python,Axelrod,axelrod/tests/integration/test_filtering.py,test_memory_depth_filtering,"self.assertEqual(comprehension, filtered)",False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Axelrod-Python,Axelrod,axelrod/tests/integration/test_filtering.py,test_makes_use_of_filtering,"self.assertEqual(comprehension, filtered, msg='classifier: {}'.format(classifier))",False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Axelrod-Python,Axelrod,axelrod/tests/unit/test_moran.py,test_seeding_equality,"self.assertEqual(mp1.populations, mp2.populations)",False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Axelrod-Python,Axelrod,axelrod/tests/unit/test_moran.py,test_property_players,"self.assertEqual(populations, mp.populations)",False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Axelrod-Python,Axelrod,axelrod/tests/unit/test_moran.py,test_property_players,"self.assertIn(mp.winning_strategy_name, [str(p) for p in players])",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Axelrod-Python,Axelrod,axelrod/tests/unit/test_resultset.py,test_summarise_without_failure,"self.assertIsInstance(sd, list)",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Axelrod-Python,Axelrod,axelrod/tests/unit/test_resultset.py,test_summarise_without_failure,"self.assertTrue(total_rate in [0, 1])",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Axelrod-Python,Axelrod,axelrod/tests/unit/test_resultset.py,test_summarise_without_failure,self.assertTrue(0 <= player.Initial_C_rate <= 1),False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Axelrod-Python,Axelrod,axelrod/tests/strategies/test_player.py,test_clone_reproducible_play,"self.assertEqual(m1.result, m2.result)",False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Axelrod-Python,Axelrod,axelrod/tests/strategies/test_player.py,test_clone_reproducible_play,"self.assertEqual(op, op_clone)",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Axelrod-Python,Axelrod,axelrod/tests/strategies/test_player.py,test_memory_depth_upper_bound,"self.assertTrue(test_memory(player=player, opponent=opponent, seed=seed, turns=turns, memory_length=max_memory), msg='{} failed for seed={} and opponent={}'.format(player.name, seed, opponent))",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Axelrod-Python,Axelrod,axelrod/tests/unit/test_tournament.py,test_property_serial_play,"self.assertIsInstance(results, axl.ResultSet)",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Axelrod-Python,Axelrod,axelrod/tests/unit/test_tournament.py,test_property_serial_play,"self.assertEqual(results.num_players, len(tournament.players))",False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Axelrod-Python,Axelrod,axelrod/tests/unit/test_tournament.py,test_property_serial_play,"self.assertEqual(results.players, [str(p) for p in tournament.players])",False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Axelrod-Python,Axelrod,axelrod/tests/unit/test_tournament.py,test_play_matches,"self.assertEqual(len(index_pair), 2)",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Axelrod-Python,Axelrod,axelrod/tests/unit/test_tournament.py,test_play_matches,"self.assertEqual(len(plays), self.test_repetitions)",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Axelrod-Python,Axelrod,axelrod/tests/unit/test_tournament.py,test_play_matches,"self.assertEqual(len(actions), turns)",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Axelrod-Python,Axelrod,axelrod/tests/unit/test_tournament.py,test_play_matches,"self.assertEqual(len(results), 10)",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Axelrod-Python,Axelrod,axelrod/tests/unit/test_tournament.py,test_seeding_equality,"self.assertEqual(results1.wins, results2.wins)",False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Axelrod-Python,Axelrod,axelrod/tests/unit/test_tournament.py,test_seeding_equality,"self.assertEqual(results1.match_lengths, results2.match_lengths)",False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Axelrod-Python,Axelrod,axelrod/tests/unit/test_tournament.py,test_seeding_equality,"self.assertEqual(results1.scores, results2.scores)",False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Axelrod-Python,Axelrod,axelrod/tests/unit/test_tournament.py,test_seeding_equality,"self.assertEqual(results1.cooperation, results2.cooperation)",False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Axelrod-Python,Axelrod,axelrod/tests/unit/test_tournament.py,test_property_serial_play,"self.assertIsInstance(results, axl.ResultSet)",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Axelrod-Python,Axelrod,axelrod/tests/unit/test_tournament.py,test_property_serial_play,"self.assertEqual(results.num_players, len(tournament.players))",False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Axelrod-Python,Axelrod,axelrod/tests/unit/test_tournament.py,test_property_serial_play,"self.assertEqual(results.players, [str(p) for p in tournament.players])",False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Axelrod-Python,Axelrod,axelrod/tests/unit/test_tournament.py,test_complete_tournament,"self.assertEqual(results.ranked_names, spatial_results.ranked_names)",False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Axelrod-Python,Axelrod,axelrod/tests/unit/test_tournament.py,test_complete_tournament,"self.assertEqual(results.num_players, spatial_results.num_players)",False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Axelrod-Python,Axelrod,axelrod/tests/unit/test_tournament.py,test_complete_tournament,"self.assertEqual(results.repetitions, spatial_results.repetitions)",False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Axelrod-Python,Axelrod,axelrod/tests/unit/test_tournament.py,test_complete_tournament,"self.assertEqual(results.payoff_diffs_means, spatial_results.payoff_diffs_means)",False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Axelrod-Python,Axelrod,axelrod/tests/unit/test_tournament.py,test_complete_tournament,"self.assertEqual(results.payoff_matrix, spatial_results.payoff_matrix)",False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Axelrod-Python,Axelrod,axelrod/tests/unit/test_tournament.py,test_complete_tournament,"self.assertEqual(results.payoff_stddevs, spatial_results.payoff_stddevs)",False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Axelrod-Python,Axelrod,axelrod/tests/unit/test_tournament.py,test_complete_tournament,"self.assertEqual(results.payoffs, spatial_results.payoffs)",False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Axelrod-Python,Axelrod,axelrod/tests/unit/test_tournament.py,test_complete_tournament,"self.assertEqual(results.cooperating_rating, spatial_results.cooperating_rating)",False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Axelrod-Python,Axelrod,axelrod/tests/unit/test_tournament.py,test_complete_tournament,"self.assertEqual(results.cooperation, spatial_results.cooperation)",False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Axelrod-Python,Axelrod,axelrod/tests/unit/test_tournament.py,test_complete_tournament,"self.assertEqual(results.normalised_cooperation, spatial_results.normalised_cooperation)",False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Axelrod-Python,Axelrod,axelrod/tests/unit/test_tournament.py,test_complete_tournament,"self.assertEqual(results.normalised_scores, spatial_results.normalised_scores)",False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Axelrod-Python,Axelrod,axelrod/tests/unit/test_tournament.py,test_complete_tournament,"self.assertEqual(results.good_partner_matrix, spatial_results.good_partner_matrix)",False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Axelrod-Python,Axelrod,axelrod/tests/unit/test_tournament.py,test_complete_tournament,"self.assertEqual(results.good_partner_rating, spatial_results.good_partner_rating)",False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Axelrod-Python,Axelrod,axelrod/tests/unit/test_tournament.py,test_complete_tournament,"self.assertEqual(results.match_lengths, spatial_results.match_lengths)",False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Axelrod-Python,Axelrod,axelrod/tests/unit/test_tournament.py,test_complete_tournament,"self.assertEqual(results.ranked_names, spatial_results.ranked_names)",False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Axelrod-Python,Axelrod,axelrod/tests/unit/test_tournament.py,test_complete_tournament,"self.assertEqual(results.wins, spatial_results.wins)",False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Axelrod-Python,Axelrod,axelrod/tests/unit/test_tournament.py,test_complete_tournament,"self.assertEqual(results.scores, spatial_results.scores)",False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Axelrod-Python,Axelrod,axelrod/tests/unit/test_tournament.py,test_complete_tournament,"self.assertEqual(results.cooperation, spatial_results.cooperation)",False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Axelrod-Python,Axelrod,axelrod/tests/unit/test_tournament.py,test_one_turn_tournament,"self.assertEqual(prob_end_results.scores, one_turn_results.scores)",False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Axelrod-Python,Axelrod,axelrod/tests/unit/test_tournament.py,test_one_turn_tournament,"self.assertEqual(prob_end_results.wins, one_turn_results.wins)",False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Axelrod-Python,Axelrod,axelrod/tests/unit/test_tournament.py,test_one_turn_tournament,"self.assertEqual(prob_end_results.cooperation, one_turn_results.cooperation)",False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Axelrod-Python,Axelrod,axelrod/tests/strategies/test_meta.py,test_players_return_valid_actions,"self.assertTrue(player_actions <= set((C, D)))",False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Axelrod-Python,Axelrod,axelrod/tests/integration/test_matches.py,test_outcome_repeats,"self.assertEqual(matches[0].play(), matches[1].play())",False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Axelrod-Python,Axelrod,axelrod/tests/integration/test_matches.py,test_outcome_repeats,"self.assertEqual(matches[1].play(), matches[2].play())",False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Axelrod-Python,Axelrod,axelrod/tests/integration/test_matches.py,test_outcome_repeats_stochastic,"self.assertEqual(results[0], results[1])",False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Axelrod-Python,Axelrod,axelrod/tests/integration/test_matches.py,test_outcome_repeats_stochastic,"self.assertEqual(results[1], results[2])",False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Axelrod-Python,Axelrod,axelrod/tests/unit/test_fingerprint.py,test_fingerprint_reproducibility,"self.assertEqual(data, data2)",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Axelrod-Python,Axelrod,axelrod/tests/unit/test_strategy_utils.py,test_finds_cycle,self.assertIsNotNone(detected),False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Axelrod-Python,Axelrod,axelrod/tests/unit/test_strategy_utils.py,test_finds_cycle,"self.assertIn(''.join(map(str, detected)), ''.join(map(str, cycle)))",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Axelrod-Python,Axelrod,axelrod/tests/unit/test_match.py,test_init,"self.assertEqual(match.result, [])",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Axelrod-Python,Axelrod,axelrod/tests/unit/test_match.py,test_init,"self.assertEqual(match.players, [p1, p2])",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Axelrod-Python,Axelrod,axelrod/tests/unit/test_match.py,test_init,"self.assertEqual(match.turns, turns)",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Axelrod-Python,Axelrod,axelrod/tests/unit/test_match.py,test_init,"self.assertEqual(match.prob_end, 0)",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Axelrod-Python,Axelrod,axelrod/tests/unit/test_match.py,test_init,"self.assertEqual(match.noise, 0)",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Axelrod-Python,Axelrod,axelrod/tests/unit/test_match.py,test_init,"self.assertEqual(match.game.RPST(), game.RPST())",False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Axelrod-Python,Axelrod,axelrod/tests/unit/test_match.py,test_init,"self.assertEqual(match.players[0].match_attributes['length'], turns)",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Axelrod-Python,Axelrod,axelrod/tests/unit/test_match.py,test_init,"self.assertEqual(match._cache, {})",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Axelrod-Python,Axelrod,axelrod/tests/unit/test_match.py,test_init_with_prob_end,"self.assertEqual(match.result, [])",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Axelrod-Python,Axelrod,axelrod/tests/unit/test_match.py,test_init_with_prob_end,"self.assertEqual(match.players, [p1, p2])",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Axelrod-Python,Axelrod,axelrod/tests/unit/test_match.py,test_init_with_prob_end,"self.assertEqual(match.turns, float('inf'))",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Axelrod-Python,Axelrod,axelrod/tests/unit/test_match.py,test_init_with_prob_end,"self.assertEqual(match.prob_end, prob_end)",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Axelrod-Python,Axelrod,axelrod/tests/unit/test_match.py,test_init_with_prob_end,"self.assertEqual(match.noise, 0)",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Axelrod-Python,Axelrod,axelrod/tests/unit/test_match.py,test_init_with_prob_end,"self.assertEqual(match.game.RPST(), game.RPST())",False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Axelrod-Python,Axelrod,axelrod/tests/unit/test_match.py,test_init_with_prob_end,"self.assertEqual(match.players[0].match_attributes['length'], float('inf'))",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Axelrod-Python,Axelrod,axelrod/tests/unit/test_match.py,test_init_with_prob_end,"self.assertEqual(match._cache, {})",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Axelrod-Python,Axelrod,axelrod/tests/unit/test_match.py,test_init_with_prob_end_and_turns,"self.assertEqual(match.result, [])",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Axelrod-Python,Axelrod,axelrod/tests/unit/test_match.py,test_init_with_prob_end_and_turns,"self.assertEqual(match.players, [p1, p2])",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Axelrod-Python,Axelrod,axelrod/tests/unit/test_match.py,test_init_with_prob_end_and_turns,"self.assertEqual(match.turns, turns)",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Axelrod-Python,Axelrod,axelrod/tests/unit/test_match.py,test_init_with_prob_end_and_turns,"self.assertEqual(match.prob_end, prob_end)",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Axelrod-Python,Axelrod,axelrod/tests/unit/test_match.py,test_init_with_prob_end_and_turns,"self.assertEqual(match.noise, 0)",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Axelrod-Python,Axelrod,axelrod/tests/unit/test_match.py,test_init_with_prob_end_and_turns,"self.assertEqual(match.game.RPST(), game.RPST())",False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Axelrod-Python,Axelrod,axelrod/tests/unit/test_match.py,test_init_with_prob_end_and_turns,"self.assertEqual(match.players[0].match_attributes['length'], float('inf'))",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Axelrod-Python,Axelrod,axelrod/tests/unit/test_match.py,test_init_with_prob_end_and_turns,"self.assertEqual(match._cache, {})",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Axelrod-Python,Axelrod,axelrod/tests/unit/test_match.py,test_non_default_attributes,"self.assertEqual(match.players[0].match_attributes['length'], 500)",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Axelrod-Python,Axelrod,axelrod/tests/unit/test_match.py,test_non_default_attributes,"self.assertEqual(match.players[0].match_attributes['noise'], 0.5)",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
